Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   6     6     9    14  2.054071E-01  2.804077E-01  2.517862E-01  3.841426E-01  2.240072E-01  3.237846E-01  2.854920E-01  4.830453E-01
   6     7     1     1  2.797030E-01  3.448834E-01  3.199720E-01  3.788697E-01  3.853079E-01  5.265972E-01  4.689582E-01  6.149728E-01
   6     7     1     2  2.795838E-01  3.448258E-01  3.198886E-01  3.789069E-01  3.851291E-01  5.264482E-01  4.687998E-01  6.149710E-01
   6     7     1     3  2.793101E-01  3.446785E-01  3.196872E-01  3.789579E-01  3.847040E-01  5.260734E-01  4.684071E-01  6.149015E-01
   6     7     1     4  2.786343E-01  3.442597E-01  3.191536E-01  3.789588E-01  3.836035E-01  5.250260E-01  4.673336E-01  6.144880E-01
   6     7     1     5  2.768706E-01  3.429670E-01  3.176359E-01  3.785301E-01  3.805706E-01  5.218562E-01  4.641833E-01  6.125593E-01
   6     7     1     6  2.723606E-01  3.390556E-01  3.133856E-01  3.761891E-01  3.724392E-01  5.125109E-01  4.551995E-01  6.052215E-01
   6     7     1     7  2.627540E-01  3.296526E-01  3.036948E-01  3.691803E-01  3.548683E-01  4.908764E-01  4.349203E-01  5.860883E-01
   6     7     1     8  2.481331E-01  3.143378E-01  2.884841E-01  3.571698E-01  3.287386E-01  4.573231E-01  4.042377E-01  5.556232E-01
   6     7     1     9  2.310546E-01  2.955072E-01  2.706851E-01  3.427917E-01  2.994447E-01  4.183654E-01  3.700743E-01  5.212343E-01
   6     7     1    10  2.136535E-01  2.752323E-01  2.529048E-01  3.283002E-01  2.709141E-01  3.788542E-01  3.376453E-01  4.883391E-01
   6     7     1    11  1.972689E-01  2.554163E-01  2.366917E-01  3.155409E-01  2.451928E-01  3.424135E-01  3.094231E-01  4.606358E-01
   6     7     1    12  1.829322E-01  2.391100E-01  2.226340E-01  3.071689E-01  2.235395E-01  3.139028E-01  2.859029E-01  4.430231E-01
   6     7     1    13  1.718878E-01  2.306646E-01  2.106784E-01  3.060943E-01  2.073461E-01  2.995987E-01  2.665277E-01  4.407713E-01
   6     7     1    14  1.636547E-01  2.313608E-01  1.990269E-01  3.114097E-01  1.955138E-01  3.007329E-01  2.481699E-01  4.518934E-01
   6     7     2     1  2.850869E-01  3.520838E-01  3.259056E-01  3.862383E-01  3.938784E-01  5.367766E-01  4.781122E-01  6.230167E-01
   6     7     2     2  2.848835E-01  3.518497E-01  3.256974E-01  3.860407E-01  3.935353E-01  5.363660E-01  4.777482E-01  6.227171E-01
   6     7     2     3  2.844408E-01  3.513500E-01  3.252458E-01  3.856227E-01  3.927775E-01  5.354673E-01  4.769413E-01  6.220538E-01
   6     7     2     4  2.834328E-01  3.502498E-01  3.242254E-01  3.847177E-01  3.910164E-01  5.334060E-01  4.750551E-01  6.205061E-01
   6     7     2     5  2.810765E-01  3.477965E-01  3.218637E-01  3.827588E-01  3.867941E-01  5.285187E-01  4.704848E-01  6.167346E-01
   6     7     2     6  2.757700E-01  3.424967E-01  3.165638E-01  3.786431E-01  3.770574E-01  5.171482E-01  4.597120E-01  6.074765E-01
   6     7     2     7  2.654826E-01  3.321968E-01  3.061297E-01  3.705967E-01  3.581282E-01  4.941873E-01  4.381043E-01  5.874909E-01
   6     7     2     8  2.503400E-01  3.164814E-01  2.905019E-01  3.583050E-01  3.310975E-01  4.599834E-01  4.066633E-01  5.569703E-01
   6     7     2     9  2.327936E-01  2.973450E-01  2.723609E-01  3.438453E-01  3.011579E-01  4.205279E-01  3.719575E-01  5.225865E-01
   6     7     2    10  2.149738E-01  2.767157E-01  2.542563E-01  3.292455E-01  2.721370E-01  3.805155E-01  3.390907E-01  4.895785E-01
   6     7     2    11  1.982147E-01  2.564936E-01  2.377465E-01  3.163508E-01  2.460342E-01  3.435860E-01  3.105179E-01  4.617062E-01
   6     7     2    12  1.835506E-01  2.397970E-01  2.234490E-01  3.078799E-01  2.240857E-01  3.146620E-01  2.867442E-01  4.439668E-01
   6     7     2    13  1.722937E-01  2.311514E-01  2.113403E-01  3.067913E-01  2.077136E-01  3.001547E-01  2.672188E-01  4.416840E-01
   6     7     2    14  1.639717E-01  2.318785E-01  1.996023E-01  3.120886E-01  1.958067E-01  3.013006E-01  2.487844E-01  4.527815E-01
   6     7     3     1  2.860744E-01  3.631550E-01  3.308529E-01  4.055353E-01  4.021683E-01  5.614359E-01  4.928692E-01  6.616110E-01
   6     7     3     2  2.858815E-01  3.628086E-01  3.306024E-01  4.051223E-01  4.017490E-01  5.606678E-01  4.923147E-01  6.607007E-01
   6     7     3     3  2.854615E-01  3.620729E-01  3.300610E-01  4.042509E-01  4.008342E-01  5.590330E-01  4.911131E-01  6.587779E-01
   6     7     3     4  2.845042E-01  3.604642E-01  3.288423E-01  4.023671E-01  3.987465E-01  5.554486E-01  4.884008E-01  6.546188E-01
   6     7     3     5  2.822613E-01  3.569251E-01  3.260431E-01  3.983070E-01  3.938679E-01  5.475520E-01  4.821683E-01  6.456695E-01
   6     7     3     6  2.772253E-01  3.496681E-01  3.199583E-01  3.903027E-01  3.830624E-01  5.313574E-01  4.686837E-01  6.280260E-01
   6     7     3     7  2.675277E-01  3.372210E-01  3.088035E-01  3.775727E-01  3.630292E-01  5.035406E-01  4.443327E-01  5.994274E-01
   6     7     3     8  2.529316E-01  3.203123E-01  2.929321E-01  3.622576E-01  3.350476E-01  4.663450E-01  4.111223E-01  5.638204E-01
   6     7     3     9  2.353688E-01  3.005653E-01  2.746063E-01  3.465244E-01  3.041955E-01  4.251778E-01  3.752966E-01  5.271749E-01
   6     7     3    10  2.171324E-01  2.792990E-01  2.561605E-01  3.312930E-01  2.743635E-01  3.838984E-01  3.416017E-01  4.929987E-01
   6     7     3    11  1.997974E-01  2.582999E-01  2.392084E-01  3.179441E-01  2.475688E-01  3.458755E-01  3.123734E-01  4.643674E-01
   6     7     3    12  1.845256E-01  2.408268E-01  2.244682E-01  3.091990E-01  2.250481E-01  3.160726E-01  2.880970E-01  4.461882E-01
   6     7     3    13  1.728377E-01  2.317848E-01  2.120206E-01  3.080923E-01  2.083132E-01  3.011386E-01  2.682428E-01  4.438080E-01
   6     7     3    14  1.643190E-01  2.326099E-01  2.000204E-01  3.134236E-01  1.962442E-01  3.023211E-01  2.496002E-01  4.549200E-01
   6     7     4     1  2.764027E-01  3.623274E-01  3.231945E-01  4.152511E-01  3.930156E-01  5.655476E-01  4.867593E-01  6.844648E-01
   6     7     4     2  2.762851E-01  3.620804E-01  3.230308E-01  4.149308E-01  3.927326E-01  5.649344E-01  4.863546E-01  6.836545E-01
   6     7     4     3  2.760248E-01  3.615463E-01  3.226694E-01  4.142395E-01  3.921057E-01  5.636100E-01  4.854624E-01  6.819126E-01
   6     7     4     4  2.754153E-01  3.603384E-01  3.218263E-01  4.126824E-01  3.906361E-01  5.606238E-01  4.833851E-01  6.780148E-01
   6     7     4     5  2.739244E-01  3.575228E-01  3.197766E-01  4.090758E-01  3.870459E-01  5.537098E-01  4.783634E-01  6.691018E-01
   6     7     4     6  2.703823E-01  3.512281E-01  3.149599E-01  4.011098E-01  3.785951E-01  5.385035E-01  4.667374E-01  6.499147E-01
   6     7     4     7  2.631474E-01  3.393077E-01  3.053539E-01  3.864363E-01  3.618057E-01  5.106444E-01  4.443097E-01  6.162053E-01
   6     7     4     8  2.516407E-01  3.222172E-01  2.909142E-01  3.668741E-01  3.365649E-01  4.723104E-01  4.122602E-01  5.735721E-01
   6     7     4     9  2.368056E-01  3.028494E-01  2.741209E-01  3.481691E-01  3.069560E-01  4.302357E-01  3.770050E-01  5.326377E-01
   6     7     4    10  2.198311E-01  2.820892E-01  2.568368E-01  3.323594E-01  2.771343E-01  3.880953E-01  3.434154E-01  4.968209E-01
   6     7     4    11  2.022851E-01  2.605816E-01  2.400900E-01  3.189600E-01  2.497047E-01  3.488213E-01  3.138375E-01  4.673387E-01
   6     7     4    12  1.860089E-01  2.418924E-01  2.248576E-01  3.101665E-01  2.263197E-01  3.176884E-01  2.889656E-01  4.486838E-01
   6     7     4    13  1.733843E-01  2.321148E-01  2.117516E-01  3.093295E-01  2.089154E-01  3.020712E-01  2.685307E-01  4.463582E-01
   6     7     4    14  1.643960E-01  2.332651E-01  1.990400E-01  3.149234E-01  1.965003E-01  3.034226E-01  2.493501E-01  4.576844E-01
   6     7     5     1  2.595987E-01  3.498848E-01  3.068057E-01  4.160122E-01  3.632643E-01  5.328567E-01  4.515481E-01  6.650615E-01
   6     7     5     2  2.595767E-01  3.498304E-01  3.067732E-01  4.159355E-01  3.632128E-01  5.327275E-01  4.514715E-01  6.648785E-01
   6     7     5     3  2.595192E-01  3.496961E-01  3.066888E-01  4.157464E-01  3.630777E-01  5.324090E-01  4.512715E-01  6.644298E-01
   6     7     5     4  2.593524E-01  3.493289E-01  3.064434E-01  4.152300E-01  3.626832E-01  5.315389E-01  4.506895E-01  6.632123E-01
   6     7     5     5  2.588278E-01  3.482352E-01  3.056717E-01  4.136945E-01  3.614369E-01  5.289518E-01  4.488590E-01  6.596183E-01
   6     7     5     6  2.572014E-01  3.449864E-01  3.032820E-01  4.091438E-01  3.575730E-01  5.213099E-01  4.432139E-01  6.490923E-01
   6     7     5     7  2.530313E-01  3.369458E-01  2.971731E-01  3.979435E-01  3.477430E-01  5.027101E-01  4.290214E-01  6.238909E-01
   6     7     5     8  2.453194E-01  3.226606E-01  2.859897E-01  3.783637E-01  3.299926E-01  4.709585E-01  4.041622E-01  5.826104E-01
   6     7     5     9  2.344813E-01  3.037459E-01  2.707816E-01  3.536906E-01  3.061191E-01  4.314240E-01  3.728720E-01  5.360000E-01
   6     7     5    10  2.216126E-01  2.832922E-01  2.544355E-01  3.308399E-01  2.794826E-01  3.905309E-01  3.414877E-01  4.961229E-01
   6     7     5    11  2.067297E-01  2.625356E-01  2.390039E-01  3.151054E-01  2.527574E-01  3.513531E-01  3.130478E-01  4.662409E-01
   6     7     5    12  1.896646E-01  2.425211E-01  2.241353E-01  3.073445E-01  2.283516E-01  3.187976E-01  2.880377E-01  4.481810E-01
   6     7     5    13  1.746448E-01  2.309744E-01  2.102927E-01  3.086384E-01  2.095917E-01  3.021066E-01  2.667018E-01  4.469390E-01
   6     7     5    14  1.644409E-01  2.332876E-01  1.961245E-01  3.157155E-01  1.963355E-01  3.040168E-01  2.462252E-01  4.592222E-01
   6     7     6     1  2.520213E-01  3.483332E-01  3.075639E-01  4.419225E-01  3.415471E-01  5.112202E-01  4.314261E-01  6.708976E-01
   6     7     6     2  2.520065E-01  3.482927E-01  3.075401E-01  4.418579E-01  3.415157E-01  5.111330E-01  4.313763E-01  6.707613E-01
   6     7     6     3  2.519677E-01  3.481923E-01  3.074778E-01  4.416981E-01  3.414333E-01  5.109172E-01  4.312459E-01  6.704251E-01
   6     7     6     4  2.518548E-01  3.479166E-01  3.072960E-01  4.412594E-01  3.411919E-01  5.103249E-01  4.308649E-01  6.695063E-01
   6     7     6     5  2.514983E-01  3.470917E-01  3.067219E-01  4.399477E-01  3.404279E-01  5.085539E-01  4.296609E-01  6.667723E-01
   6     7     6     6  2.503898E-01  3.446284E-01  3.049354E-01  4.360343E-01  3.380474E-01  5.032750E-01  4.259181E-01  6.586666E-01
   6     7     6     7  2.475324E-01  3.384696E-01  3.003280E-01  4.262682E-01  3.319052E-01  4.901435E-01  4.163138E-01  6.386935E-01
   6     7     6     8  2.421793E-01  3.272305E-01  2.916858E-01  4.085101E-01  3.203926E-01  4.664649E-01  3.985623E-01  6.034325E-01
   6     7     6     9  2.344022E-01  3.112790E-01  2.790813E-01  3.834727E-01  3.036582E-01  4.336240E-01  3.735321E-01  5.566234E-01
   6     7     6    10  2.247254E-01  2.917377E-01  2.632397E-01  3.533342E-01  2.827677E-01  3.949583E-01  3.441116E-01  5.062210E-01
   6     7     6    11  2.139312E-01  2.701009E-01  2.453336E-01  3.223684E-01  2.590981E-01  3.550234E-01  3.144953E-01  4.637569E-01
   6     7     6    12  2.020590E-01  2.473277E-01  2.264753E-01  2.990785E-01  2.341827E-01  3.196662E-01  2.882126E-01  4.406497E-01
   6     7     6    13  1.848437E-01  2.265522E-01  2.105881E-01  2.975681E-01  2.126303E-01  2.997108E-01  2.660020E-01  4.414422E-01
   6     7     6    14  1.664824E-01  2.262825E-01  1.968565E-01  3.121566E-01  1.976635E-01  3.029222E-01  2.438095E-01  4.573249E-01
   6     7     7     1  2.556905E-01  3.589677E-01  3.278021E-01  4.931370E-01  3.278021E-01  4.931370E-01  4.261318E-01  6.873897E-01
   6     7     7     2  2.556784E-01  3.589328E-01  3.277806E-01  4.930732E-01  3.277806E-01  4.930732E-01  4.260948E-01  6.872785E-01
   6     7     7     3  2.556468E-01  3.588461E-01  3.277241E-01  4.929155E-01  3.277241E-01  4.929155E-01  4.259981E-01  6.870041E-01
   6     7     7     4  2.555546E-01  3.586081E-01  3.275591E-01  4.924827E-01  3.275591E-01  4.924827E-01  4.257157E-01  6.862544E-01
   6     7     7     5  2.552631E-01  3.578950E-01  3.270372E-01  4.911885E-01  3.270372E-01  4.911885E-01  4.248236E-01  6.840229E-01
   6     7     7     6  2.543557E-01  3.557637E-01  3.254121E-01  4.873277E-01  3.254121E-01  4.873277E-01  4.220499E-01  6.773989E-01
   6     7     7     7  2.520147E-01  3.504308E-01  3.212196E-01  4.776960E-01  3.212196E-01  4.776960E-01  4.149188E-01  6.610075E-01
   6     7     7     8  2.476250E-01  3.406843E-01  3.133556E-01  4.601783E-01  3.133556E-01  4.601783E-01  4.016571E-01  6.316822E-01
   6     7     7     9  2.412419E-01  3.267894E-01  3.018747E-01  4.353225E-01  3.018747E-01  4.353225E-01  3.826048E-01  5.912477E-01
   6     7     7    10  2.332823E-01  3.095206E-01  2.872822E-01  4.044073E-01  2.872822E-01  4.044073E-01  3.589387E-01  5.431232E-01
   6     7     7    11  2.243022E-01  2.896639E-01  2.698147E-01  3.686893E-01  2.698147E-01  3.686893E-01  3.314895E-01  4.917571E-01
   6     7     7    12  2.148137E-01  2.676850E-01  2.487480E-01  3.304419E-01  2.487480E-01  3.304419E-01  3.009199E-01  4.465751E-01
   6     7     7    13  2.056176E-01  2.435903E-01  2.239432E-01  2.981507E-01  2.239432E-01  2.981507E-01  2.727708E-01  4.275294E-01
   6     7     7    14  1.968649E-01  2.195703E-01  2.032985E-01  2.927923E-01  2.032985E-01  2.927923E-01  2.502302E-01  4.423945E-01
   6     7     8     1  2.714336E-01  3.882358E-01  3.620329E-01  5.672957E-01  3.238298E-01  4.875105E-01  4.324545E-01  7.142983E-01
   6     7     8     2  2.714220E-01  3.882010E-01  3.620106E-01  5.672259E-01  3.238127E-01  4.874581E-01  4.324231E-01  7.141978E-01
   6     7     8     3  2.713916E-01  3.881147E-01  3.619520E-01  5.670534E-01  3.237679E-01  4.873284E-01  4.323406E-01  7.139504E-01
   6     7     8     4  2.713027E-01  3.878773E-01  3.617808E-01  5.665807E-01  3.236370E-01  4.869724E-01  4.321002E-01  7.132748E-01
   6     7     8     5  2.710216E-01  3.871666E-01  3.612398E-01  5.651696E-01  3.232235E-01  4.859086E-01  4.313410E-01  7.112657E-01
   6     7     8     6  2.701464E-01  3.850427E-01  3.595555E-01  5.609676E-01  3.219366E-01  4.827362E-01  4.289817E-01  7.053070E-01
   6     7     8     7  2.678871E-01  3.797309E-01  3.552144E-01  5.505150E-01  3.186199E-01  4.748250E-01  4.229211E-01  6.905780E-01
   6     7     8     8  2.636464E-01  3.700305E-01  3.470936E-01  5.316155E-01  3.124156E-01  4.604491E-01  4.116719E-01  6.642717E-01
   6     7     8     9  2.574642E-01  3.562053E-01  3.352994E-01  5.050476E-01  3.034177E-01  4.400828E-01  3.955766E-01  6.280465E-01
   6     7     8    10  2.497024E-01  3.389798E-01  3.204155E-01  4.723368E-01  2.921487E-01  4.147701E-01  3.756984E-01  5.846980E-01
   6     7     8    11  2.407933E-01  3.190181E-01  3.026995E-01  4.347322E-01  2.790338E-01  3.852954E-01  3.526001E-01  5.369214E-01
   6     7     8    12  2.310202E-01  2.967250E-01  2.812460E-01  3.936720E-01  2.638385E-01  3.522907E-01  3.255090E-01  4.891849E-01
   6     7     8    13  2.211911E-01  2.725311E-01  2.550569E-01  3.526320E-01  2.463439E-01  3.185226E-01  2.953136E-01  4.517596E-01
   6     7     8    14  2.124750E-01  2.469239E-01  2.267974E-01  3.173474E-01  2.231013E-01  2.935059E-01  2.670511E-01  4.357631E-01
   6     7     9     1  2.923056E-01  4.268821E-01  3.973589E-01  6.445016E-01  3.259403E-01  4.918530E-01  4.420876E-01  7.420694E-01
   6     7     9     2  2.922935E-01  4.268449E-01  3.973349E-01  6.444236E-01  3.259251E-01  4.918054E-01  4.420583E-01  7.419728E-01
   6     7     9     3  2.922618E-01  4.267526E-01  3.972719E-01  6.442312E-01  3.258852E-01  4.916877E-01  4.419817E-01  7.417352E-01
   6     7     9     4  2.921692E-01  4.264991E-01  3.970881E-01  6.437051E-01  3.257690E-01  4.913648E-01  4.417584E-01  7.410870E-01
   6     7     9     5  2.918764E-01  4.257405E-01  3.965073E-01  6.421375E-01  3.254017E-01  4.904002E-01  4.410537E-01  7.391610E-01
   6     7     9     6  2.909649E-01  4.234754E-01  3.947008E-01  6.374798E-01  3.242593E-01  4.875244E-01  4.388645E-01  7.334543E-01
   6     7     9     7  2.886134E-01  4.178174E-01  3.900528E-01  6.259342E-01  3.213162E-01  4.803569E-01  4.332450E-01  7.193696E-01
   6     7     9     8  2.842053E-01  4.075080E-01  3.813937E-01  6.052042E-01  3.158179E-01  4.673480E-01  4.228350E-01  6.942960E-01
   6     7     9     9  2.777928E-01  3.928597E-01  3.689218E-01  5.764156E-01  3.078692E-01  4.489641E-01  4.080069E-01  6.599791E-01
   6     7     9    10  2.697525E-01  3.746451E-01  3.533839E-01  5.415736E-01  2.979833E-01  4.262081E-01  3.898495E-01  6.192914E-01
   6     7     9    11  2.604797E-01  3.535127E-01  3.351753E-01  5.024511E-01  2.866362E-01  3.998464E-01  3.690272E-01  5.749741E-01
   6     7     9    12  2.501015E-01  3.298816E-01  3.135262E-01  4.613238E-01  2.738222E-01  3.704258E-01  3.449706E-01  5.312643E-01
   6     7     9    13  2.392362E-01  3.048360E-01  2.879317E-01  4.222794E-01  2.599290E-01  3.401105E-01  3.183071E-01  4.966578E-01
   6     7     9    14  2.293263E-01  2.811220E-01  2.604796E-01  3.858603E-01  2.455297E-01  3.156507E-01  2.922990E-01  4.749232E-01
   6     8     1     1  2.990817E-01  3.680411E-01  3.235487E-01  3.882587E-01  4.244236E-01  5.852889E-01  4.771040E-01  6.410074E-01
   6     8     1     2  2.989850E-01  3.680428E-01  3.234775E-01  3.883226E-01  4.242639E-01  5.852307E-01  4.769649E-01  6.410588E-01
   6     8     1     3  2.987588E-01  3.680212E-01  3.233037E-01  3.884313E-01  4.238781E-01  5.850472E-01  4.766171E-01  6.411050E-01
   6     8     1     4  2.981861E-01  3.678740E-01  3.228376E-01  3.885625E-01  4.228583E-01  5.844100E-01  4.756575E-01  6.409547E-01
   6     8     1     5  2.966433E-01  3.671634E-01  3.214945E-01  3.884356E-01  4.199771E-01  5.820989E-01  4.728152E-01  6.396418E-01
   6     8     1     6  2.925632E-01  3.644026E-01  3.176982E-01  3.867788E-01  4.120660E-01  5.743645E-01  4.646585E-01  6.337083E-01
   6     8     1     7  2.836660E-01  3.569770E-01  3.090339E-01  3.811682E-01  3.947055E-01  5.552881E-01  4.462404E-01  6.174166E-01
   6     8     1     8  2.700254E-01  3.445215E-01  2.955395E-01  3.714427E-01  3.687723E-01  5.251565E-01  4.185165E-01  5.914461E-01
   6     8     1     9  2.541011E-01  3.291302E-01  2.799117E-01  3.599876E-01  3.397111E-01  4.899252E-01  3.878171E-01  5.625107E-01
   6     8     1    10  2.377598E-01  3.120587E-01  2.642867E-01  3.482988E-01  3.111663E-01  4.529064E-01  3.584885E-01  5.342999E-01
   6     8     1    11  2.216807E-01  2.935345E-01  2.494176E-01  3.365635E-01  2.842448E-01  4.148602E-01  3.317258E-01  5.070814E-01
   6     8     1    12  2.057169E-01  2.738541E-01  2.348822E-01  3.247491E-01  2.585783E-01  3.766278E-01  3.065582E-01  4.806901E-01
   6     8     1    13  1.900807E-01  2.544874E-01  2.203641E-01  3.139487E-01  2.344129E-01  3.410140E-01  2.823443E-01  4.573873E-01
   6     8     1    14  1.759168E-01  2.386577E-01  2.062655E-01  3.069854E-01  2.133067E-01  3.132715E-01  2.596558E-01  4.427483E-01
   6     8     2     1  3.042314E-01  3.747707E-01  3.289097E-01  3.949583E-01  4.325737E-01  5.935039E-01  4.853010E-01  6.473396E-01
   6     8     2     2  3.040408E-01  3.745733E-01  3.287208E-01  3.947884E-01  4.322455E-01  5.931807E-01  4.849715E-01  6.471077E-01
   6     8     2     3  3.036264E-01  3.741538E-01  3.283111E-01  3.944299E-01  4.315191E-01  5.924683E-01  4.842402E-01  6.465897E-01
   6     8     2     4  3.026856E-01  3.732385E-01  3.273859E-01  3.936590E-01  4.298262E-01  5.908162E-01  4.825286E-01  6.453663E-01
   6     8     2     5  3.004950E-01  3.712302E-01  3.252477E-01  3.920125E-01  4.257485E-01  5.868328E-01  4.783755E-01  6.423346E-01
